,Course_Code,Course_Title,EOS_2019,Mid
610,GY124,Arts (Arts with Data Science),434.0,466
611,GY125,Arts (Digital Arts and Technology),324.0,379
612,GY126,Arts (English and Media Studies),418.0,451
613,GY127,Arts (Film and Digital Media),387.0,435
614,GY128,Arts (Global Languages),370.0,440
615,GY129,Arts (International),408.0,477
616,GY130,Arts (Music),400.0,444
617,GY131,Arts (History and Globalisation Studies),340.0,431
618,GY132,"Government (Politics, Economics and Law)",402.0,444
619,GY133,Education (Computer Science and Mathematical  Studies),401.0,466
620,GY201,Commerce,420.0,453
621,GY202,Commerce (International) with French,484.0,513
622,GY203,Commerce (International) with German,489.0,541
623,GY204,Commerce (International) with Spanish,484.0,500
624,GY206,Business Information Systems (Work Placement & Optional Int`l Study),431.0,445
625,GY207,Commerce (Accounting) including optional Global Experience year,486.0,510
626,GY208,Commerce (Gaeilge),473.0,488
627,GY209,Commerce (Global Experience),509.0,531
628,GY250,Law & Business,436.0,467
629,GY251,Law,473.0,498
630,GY252,Law & Human Rights,510.0,521
631,GY261,"Business Studies (International Hotel Management, Shannon)",,615
632,GY262,"Commerce (International Hotel Management, Shannon)",,726
633,GY301,Science,400.0,456
634,GY303,Biomedical Science,533.0,566
635,GY304,Biotechnology,473.0,507
636,GY308,Environmental Science,413.0,440
637,GY309,Financial Mathematics and Economics,454.0,498
638,GY310,Marine Science,409.0,456
639,GY313,Environmental Health and Safety,402.0,435
640,GY314,Earth and Ocean Sciences,402.0,425
641,GY318,Biopharmaceutical Chemistry,510.0,532
642,GY319,Mathematical Science,456.0,531
643,GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",401.0,487
644,GY350,Computer Science and Information Technology,425.0,466
645,GY401,Engineering (Undenominated),444.0,499
646,GY402,Civil Engineering,509.0,543
647,GY405,Mechanical Engineering,443.0,499
648,GY406,Electronic and Computer Engineering,509.0,547
649,GY408,Biomedical Engineering,519.0,543
650,GY410,Project and Construction Management,434.0,464
651,GY413,Energy Systems Engineering,532.0,589
652,GY414,Electrical and Electronic Engineering,454.0,487
653,GY501,"Medicine (five year/six year course, HPAT required)",,731
654,GY502,Occupational Therapy,532.0,543
655,GY503,Speech and Language Therapy,529.0,543
656,GY504,Podiatric Medicine,434.0,463
657,GY515,General Nursing (Galway and Portiuncula),442.0,466
658,GY516,Mental Health Nursing,388.0,413
659,GY517,Midwifery,429.0,468
660,LY108,Business - Accounting,318.0,399
661,LY118,Business,287.0,352
662,LY208,Law,300.0,359
663,LY218,Business - with Spanish/Irish options,298.0,367
664,LY228,Sports and Exercise (Common Entry),278.0,330
665,LY408,Design (Common Entry),,368
666,LY508,Fire Safety Engineering,270.0,299
667,LY518,Quantity Surveying,307.0,368
668,LY528,Construction Management,267.0,291
669,LY608,Mechanical Engineering,304.0,333
670,LY618,Electronics and Embedded Systems,307.0,339
671,LY708,Applied Computing,300.0,348
672,LY818,Science (Common Entry),302.0,371
673,LY828,Agriculture (Common Entry),300.0,342
674,LY908,General Nursing,383.0,390
675,LY918,Psychiatric Nursing,,332
676,LY928,Intellectual Disability Nursing,288.0,299
677,LY968,"Early Childhood Care, Health and Education",300.0,336
678,LY978,Health & Social Care (Common Entry),260.0,299
679,MI001,Contemporary & Applied Theatre Studies,345.0,381
680,MI002,Arts (offered in conjunction with the University of Limerick),300.0,378
681,MI005,Education - Primary Teaching,,506
682,MI006,Education - Primary Teaching (Gaeltacht Applicants),,473
683,MI007,Early Childhood Care and Education,366.0,402
684,MI008,Education and Psychology - Primary Teaching,543.0,555
685,MI009,"Education, Business Studies and Accounting (Thurles Campus)",392.0,420
686,MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",326.0,355
687,MI011,"Education, Irish and Religious Studies (Thurles Campus)",377.0,387
688,MI012,"Education, Irish and Business Studies (Thurles Campus)",398.0,440
689,MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",433.0,465
690,CI101,Counselling and Psychotherapy (Limerick),276.0,328
691,LC110,"Art and Design (Common Entry, portfolio)",,918
692,LC114,Fashion and Textiles for Product and Costume (portfolio),,988
693,LC220,Digital Marketing,254.0,288
694,LC223,Law and Taxation,308.0,372
695,LC224,Accounting and Finance,299.0,382
696,LC225,Marketing and Management,298.0,337
697,LC226,Enterprise and Innovation,216.0,298
698,LC233,Software Development,300.0,371
699,LC234,Interactive Digital Media,219.0,288
700,LC236,Internet Systems Development,298.0,319
701,LC239,Computer Networks and Systems Management,335.0,347
702,LC241,Construction Management,276.0,303
703,LC242,Property Valuation and Management,292.0,328
704,LC243,Quantity Surveying,281.0,360
705,LC248,Built Environment (Common Entry),307.0,350
706,LC252,Civil Engineering Management,281.0,331
707,LC263,Clinical Technology,282.0,359
708,LC265,Forensic and Pharmaceutical Sciences,335.0,368
709,LC266,Drug and Medicinal Product Analysis,236.0,299
710,LC275,Electrical Engineering,288.0,340
711,LC288,Mechanical Engineering,307.0,360
712,LC289,Precision Engineering,280.0,369
713,LC292,Social Care Work,360.0,389
714,LC293,Business Studies with Travel and Tourism Management,299.0,326
715,LC294,Business Studies with Event Management,271.0,300
716,LC295,Business Studies with Sports Management,263.0,298
717,LC297,Community Development,217.0,269
718,LC320,Business,337.0,378
719,LC330,Business with Computing,298.0,326
720,LC340,Interior Design,298.0,349
721,LC362,Biotechnology and Biopharmaceutical Sciences,379.0,402
722,LC371,Creative Broadcast and Film Production,298.0,339
723,LC372,Music Technology and Production,321.0,369
724,LC374,Renewable and Electrical Energy Engineering,317.0,368
725,LC375,Industrial Automation & Robotic Systems,321.0,368
726,LC376,Electronic Engineering,308.0,346
727,LC380,Automotive Engineering and Transport Management,282.0,329
728,LC392,Beauty and Spa Management,217.0,318
729,LC393,Early Childhood Education & Care,260.0,309
730,LC401,Early Childhood Education & Care (Thurles),298.0,387
731,LC402,Social Care Work (Thurles),209.0,290
732,LC408,Environmental and Geographical Sciences (Thurles),262.0,346
733,LC411,Marketing and Management (Thurles),226.0,300
734,LC418,Computing - Games Design and Development (Thurles),271.0,318
735,LC422,Sports Strength and Conditioning (Thurles),288.0,333
736,LC434,Environmental Management in Agriculture (Thurles),278.0,347
737,LC502,"Game Art and Design (Clonmel, portfolio)",,950
738,LC517,Creative Media and Design (Clonmel),229.0,273
739,LC518,"Digital Animation Production (Clonmel, portfolio)",,962
740,LC612,Social Care Work (Ennis),319.0,338
741,LC613,Early Childhood Education & Care (Ennis),346.0,388
742,LM002,Arts (offered in conjunction with Mary Immaculate College),329.0,388
743,LM020,Law and Accounting,436.0,476
744,LM026,Performing Arts (audition required),,367
745,LM028,Criminal Justice,387.0,409
746,LM029,Law Plus,473.0,499
747,LM038,Psychology and Sociology,478.0,489
748,LM039,Journalism and New Media,388.0,430
749,LM040,European Studies,350.0,462
750,LM044,Applied Languages,404.0,473
751,LM050,Business Studies,419.0,455
752,LM056,International Business,511.0,543
753,LM058,Financial Mathematics,434.0,543
754,LM063,Technology Management,372.0,409
755,LM068,Food Science and Health,400.0,430
756,LM076,Product Design and Technology (portfolio required),,466
757,LM077,Aeronautical Engineering,469.0,531
758,LM082,Construction Management and Engineering,368.0,404
759,LM089,Sport and Exercise Sciences,441.0,466
760,LM090,Physical Education with concurrent Teacher Education,,520
761,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478.0,509
762,LM093,Equine Science,338.0,381
763,LM094,Materials and Architectural Technology with concurrent Teacher Education,405.0,433
764,LM095,Materials and Engineering Technology with concurrent Teacher Education,358.0,409
765,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382.0,422
766,LM099,Architecture (portfolio required),,473
767,LM100,Physiotherapy,,577
768,LM101,Medicine  - Graduate Entry (GAMSAT required),,57
769,LM102,Psychology,495.0,519
770,LM103,Paramedic Studies (B and C1 Drivers Licence),,403
771,LM115,Chemical and Biochemical Engineering,456.0,520
772,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434.0,498
773,LM118,Electronic and Computer Engineering,401.0,498
774,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352.0,420
775,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),330.0,430
776,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412.0,455
777,LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scien,,521
778,LM125,Physics (Applied Physics/Mathematics and Physics),405.0,509
779,LM150,General Nursing,,463
780,LM152,Mental Health Nursing,388.0,418
781,LM154,Intellectual Disability Nursing,,408
782,LM156,Midwifery,429.0,444
783,MU001,Theology and Arts,290.0,318
784,MU002,Theology,292.0,377
785,MH001,Education - Primary Teaching (Froebel),,520
786,MH101,Arts,316.0,369
787,MH103,Music,,367
788,MH106,Psychology - 3 years,495.0,499
789,MH107,Social Science,326.0,349
790,MH109,Media Studies,317.0,377
791,MH116,Community and Youth Work (Full-Time),,271
792,MH201,Science,350.0,392
793,MH202,Biotechnology,429.0,446
794,MH204,Physics with Astrophysics,420.0,488
795,MH206,Theoretical Physics and Mathematics,498.0,566
796,MH207,Data Science,434.0,466
797,MH208,Biological and Biomedical Sciences,451.0,476
798,MH209,Psychology (through Science) - 4 years,473.0,485
799,MH210,Pharmaceutical and Biomedical Chemistry,446.0,466
800,MH212,Science/Computer Science/Mathematics (with Education) - options,444.0,476
801,MH304,Engineering (Computer/Electronic/Communications),371.0,423
802,MH305,Product Design,358.0,411
803,MH306,Robotics and Intelligent Devices,361.0,424
804,MH401,Finance (options),352.0,392
805,MH402,Quantitative Finance,476.0,487
806,MH403,Accounting and Finance,402.0,432
807,MH404,Business (options),400.0,429
808,MH405,Equine Business,357.0,398
809,MH407,Business and Accounting,401.0,420
810,MH411,Entrepreneurship,358.0,388
811,MH501,LLB Law - four year Single Major Law programme,451.0,476
812,MH502,Law (options),410.0,442
813,MH601,Computer Science through Arts (options),342.0,369
814,MH602,Computer Science through Science (options),357.0,413
815,MH603,Computational Thinking,520.0,543
816,MH801,Early Childhood - Teaching and Learning (part-time),347.0,358
817,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",,497
818,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",,433
819,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",421.0,457
820,AS051,"Nutrition, Food and Business Management",337.0,399
821,AS054,Home Economics,387.0,401
822,AS110,General Nursing,,409
823,AS130,Intellectual Disability Nursing,317.0,338
824,SG141,Business,252.0,317
825,SG142,Business in International Marketing and Sales with French,270.0,388
826,SG144,Business in International Marketing and Sales with Spanish,280.0,388
827,SG146,Accounting,307.0,347
828,SG147,Sport with Business,269.0,316
829,SG148,Tourism with Event Management,246.0,282
830,SG149,Business in Finance and Investment,262.0,357
831,SG241,Performing Arts,279.0,348
832,SG242,Early Childhood Care and Education,278.0,318
833,SG243,Social Care Practice,297.0,338
834,SG244,Fine Art,,496
835,SG245,Creative Design,261.0,338
836,SG246,Computing,295.0,368
837,SG247,English and Psychology,308.0,336
838,SG248,Sociology and Politics,282.0,320
839,SG249,Writing and Literature,279.0,338
840,SG250,Application Design and User Experience,290.0,431
841,SG251,Computing (Smart Technologies),303.0,391
842,SG252,Software Development,300.0,354
843,SG253,Computer Networks and Cloud Infrastructure,273.0,341
844,SG343,Quantity Surveying,261.0,302
845,SG346,Construction Project Management and Applied Technology,289.0,351
846,SG347,Architecture,309.0,357
847,SG441,Environmental Science,297.0,358
848,SG442,Occupational Safety and Health,289.0,330
849,SG443,Human Nutrition,357.0,419
850,SG444,Science (Undenominated),308.0,369
851,SG445,Pharmaceutical Science with Drug Development,347.0,369
852,SG446,Applied Archaeology,289.0,290
853,SG447,Health Science and Physical Activity,316.0,363
854,SG448,Forensic Investigation and Analysis,306.0,348
855,SG449,Medical Biotechnology,329.0,352
856,TL801,Animation Visual Effects and Motion Design,281.0,341
857,TL802,"TV, Radio and New Media",306.0,356
858,TL803,Music Technology,264.0,288
859,TL810,Computing with Software Development,309.0,341
860,TL811,Computing with Games Development,310.0,334
861,TL812,Computing with Digital Media,369.0,369
862,TL815,Computing (Degree Award options),308.0,378
863,TL823,Event Management (3 year programme),291.0,346
864,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307.0,372
865,TL844,Agricultural Engineering,311.0,368
866,TL845,Civil Engineering,300.0,364
867,TL848,Agricultural Science,331.0,362
868,TL851,Wildlife Biology (Degree Award options),310.0,362
869,TL855,Pharmaceutical Science (Degree Award options),342.0,386
870,TL858,Veterinary Bioscience,326.0,369
871,TL871,Health and Leisure (Degree Award options),303.0,346
872,TL872,Health and Leisure with Massage,288.0,357
873,TL873,Coaching and Sports Performance,282.0,336
874,TL880,Early Childhood Care and Education,307.0,347
875,TL881,Social Care,308.0,356
876,TL890,General Nursing and Mature Applicants,407.0,431
877,TL891,Mental Health Nursing and Mature Applicants,,379
878,WD001,Applied Computing (options),279.0,358
879,WD002,Science (options),302.0,377
880,WD005,Health Sciences (options),288.0,347
881,WD006,Exercise Sciences (options),282.0,337
882,WD007,Engineering (options),287.0,382
883,WD025,Construction Management and Engineering,269.0,327
884,WD027,Music,,317
885,WD048,Business (options),278.0,357
886,WD084,Accounting,307.0,403
887,WD091,Hospitality Management,210.0,281
888,WD116,General Nursing,413.0,430
889,WD117,Psychiatric Nursing,361.0,382
890,WD120,Intellectual Disability Nursing,338.0,359
891,WD134,International Business,289.0,350
892,WD137,Design (Visual Communications),253.0,373
893,WD140,Laws,290.0,352
894,WD144,Architecture,283.0,385
895,WD147,Pharmaceutical Science,298.0,363
896,WD148,Tourism Marketing,269.0,338
897,WD149,Early Childhood Studies,288.0,336
898,WD150,Criminal Justice Studies,271.0,311
899,WD152,Visual Art,253.0,323
900,WD161,Computer Forensics and Security,262.0,401
901,WD162,Quantity Surveying,260.0,320
902,WD163,Psychology,390.0,429
903,WD186,Sports Coaching and Performance,276.0,327
904,WD187,Social Science,271.0,321
905,WD191,Agricultural Science,378.0,421
906,WD192,Social Care Practice,279.0,323
907,WD193,Marketing and Digital Media,290.0,358
908,WD194,Culinary Arts,235.0,331
909,WD195,Architectural and Building Information Modelling Technology,266.0,305
910,WD200,Arts (options),221.0,296
911,WD210,Software Systems Development,271.0,329
912,WD211,Creative Computing,275.0,322
913,WD212,Recreation and Sport Management,274.0,311
914,WD230,Mechanical and Manufacturing Engineering,273.0,348
